image_id;level
000000372464;3
000000341111;2
000000382563;3
000000338086;3
000000393493;3
000000106199;2
000000169228;3
000000370310;2
000000175513;3
000000123330;2
000000252608;3
000000452783;3
000000477259;3
000000131427;2
000000385705;2
000000163759;3
000000084881;2
000000105468;3
000000179477;2
000000057892;2
000000445087;3
000000211217;4
000000358429;3
000000447224;2
000000013355;3
000000027412;3
000000455363;2
000000281431;3
000000525880;3
000000351621;2
000000069978;3
000000291898;3
000000110642;3
000000460038;3
000000068866;4
000000428263;2
000000560254;3
000000385098;4
000000397685;2
000000009668;2
000000486503;2
000000322222;2
000000581766;2
000000127153;3
000000389036;3
000000412510;2
000000082957;3
000000298657;3
000000226494;2
000000087509;2
000000015190;4
000000037638;4
000000235547;3
000000508430;2
000000157960;3
000000540068;2
000000329304;3
000000231460;3
000000335874;2
000000068235;2
000000232001;3
000000498371;2
000000295269;3
000000225281;3
000000209292;3
000000210322;3
000000409364;2
000000572786;3
000000562008;3
000000293946;3
000000053587;2
000000430583;3
000000088540;3
000000327368;3
000000332420;2
000000202131;2
000000265253;3
000000088162;3
000000173447;2
000000243171;2
000000318240;3
000000365353;2
000000368541;3
000000524956;3
000000513946;2
000000131825;2
000000385272;3
000000007890;2
000000131494;3
000000198312;3
000000459566;3
000000223992;3
000000483923;2
000000056193;3
000000259884;3
000000567764;3
000000450543;3
000000406908;3
000000320374;3
000000298405;3
000000488796;1
000000210549;2
000000256031;3
000000012700;3
000000044500;3
000000191327;3
000000370121;2
000000218762;2
000000417219;2
000000546480;3
000000439486;3
000000359357;3
000000526085;3
000000492817;2
000000287235;3
000000194921;3
000000271943;2
000000086139;3
000000416202;2
000000105027;2
000000070829;2
000000213268;4
000000430319;3
000000541493;2
000000074060;3
000000061831;2
000000430281;3
000000334916;3
000000067558;2
000000182401;2
000000119787;3
000000466197;4
000000080892;3
000000137666;3
000000124390;2
000000108862;2
000000161897;3
000000069587;2
000000030113;3
000000512436;3
000000118277;3
000000182527;2
000000103746;3
000000244844;3
000000480576;3
000000098904;3
000000264502;3
000000206800;2
000000445745;3
000000301950;3
000000118477;2
000000042069;3
000000268739;3
000000352965;2
000000545293;1
000000502197;3
000000184320;3
000000402759;3
000000432120;3
000000342996;2
000000291788;2
000000492183;3
000000288114;2
000000099389;1
000000339105;3
000000150372;3
000000317935;2
000000003729;3
000000010711;3
000000006101;3
000000404929;3
000000390179;2
000000085802;2
000000387421;3
000000165936;4
000000498436;3
000000543166;3
000000081315;3
000000518858;3
000000018661;4
000000036433;2
000000399288;3
000000121693;3
000000471895;2
000000142680;3
000000266518;2
000000450724;2
000000256284;3
000000298004;2
000000163138;4
000000557922;3
000000499168;3
000000097021;3
000000172989;2
000000227422;3
000000544329;3
000000029593;2
000000400975;1
