image_id;level
001278;1
000971;3
002243;2
001799;3
002283;2
000347;2
000701;2
000009;1
001925;2
002312;1
001744;3
000541;4
002020;3
000952;1
001421;2
000227;2
001082;2
001494;2
000597;3
000371;3
001514;2
002053;3
002157;1
000340;2
000496;3
001833;1
002012;3
001699;2
001080;2
001403;2
002226;3
000942;2
000087;2
000159;2
001253;2
001202;1
000240;3
001856;3
000320;1
000381;3
001490;2
000455;2
000742;3
001293;3
001242;1
001728;3
001645;2
001723;3
000542;3
000430;3
000732;2
000344;2
001909;2
001521;2
002132;2
000124;3
001371;3
002404;2
000220;3
001002;1
001122;2
000896;2
000816;3
000808;2
001528;1
001140;2
000046;2
000607;2
001477;3
001618;2
001474;2
002205;1
002276;2
001776;3
000219;2
002326;2
000697;3
000847;1
000736;4
001512;2
000599;2
000705;3
002457;3
000756;2
000257;2
000123;2
002292;3
001271;3
000936;1
000957;2
001547;3
001887;3
002477;3
001779;2
001050;2
002037;2
001680;3
001127;2
000077;2
001655;3
000510;2
001472;2
000452;2
002070;1
000668;2
000584;2
000727;2
001123;1
000104;1
000521;2
002045;2
000805;2
001291;3
001053;1
000229;2
000250;2
001896;3
000316;1
000035;2
001979;3
001100;1
000905;2
002481;2
002182;2
002108;3
001804;2
001083;2
000446;3
002280;3
000304;2
001237;3
001637;2
002223;3
002437;2
002447;1
001772;4
000061;2
002059;2
000328;2
002015;3
001342;2
001855;3
000274;3
000556;2
000276;1
001137;1
000019;3
000932;3
001692;3
000368;2
002069;2
001458;2
001959;2
001335;2
002075;3
000730;2
001412;3
001097;2
000670;2
000198;2
001688;3
001218;2
000885;1
001648;1
000479;1
000809;2
000236;3
000197;3
002143;2
002299;1
000203;1
000838;2
000069;2
001775;2
001130;4
001296;3
001121;2
001219;2
000861;2
000354;3
000428;2
000434;1
000301;2
001437;2
000375;2
000755;2
002107;2
000480;2
000610;3
000958;1
002208;2
001301;2
000951;2
000333;3
000432;3
000385;3
000680;2
000762;4
001042;1
000823;2
000941;2
001084;2
002290;1
001670;2
000336;2
000011;2
002497;2
001718;2
001385;3
002187;1
001496;2
001290;1
001175;2
000139;2
001985;1
001664;3
001064;2
000401;3
001314;2
000661;3
001457;2
001334;2
002055;2
000686;2
000631;2
001869;3
002478;4
002459;1
000561;2
000564;2
000558;2
001235;3
002250;3
001402;3
000635;3
000072;1
000683;3
001690;2
001198;2
001375;1
001954;2
000100;2
001091;1
001627;3
001044;2
001561;3
001230;1
000201;3
001752;2
001099;3
001515;2
000015;1
002117;2
001347;3
001704;3
000944;4
001877;3
002307;2
001706;3
000867;1
002191;
001650;4
002379;2
001102;2
002050;1
001870;1
001942;3
000978;3
002245;2
002282;1
002128;2
001577;2
001411;2
000079;3
001790;2
000901;3
001317;3
000376;2
002136;2
002351;2
000796;2
002196;2
001010;1
000567;2
001484;2
002081;2
001268;2
001075;2
001353;2
000098;3
002390;2
000676;3
001370;1
000821;4
000817;1
002004;4
001584;2
001553;2
001911;2
001541;1
000992;2
000779;2
002147;3
001001;2
001207;3
002215;4
001063;2
001641;2
002401;3
002186;2
002064;1
000185;2
000630;2
000547;2
000024;3
000216;2
001984;2
000803;3
001463;2
001769;2
000490;2
000175;3
002088;3
002335;2
000096;1
001254;2
001395;1
001224;2
002016;3
001022;3
000121;1
001416;3
001166;3
002385;2
002174;1
001520;2
000288;2
000033;2
001566;3
001751;2
001881;2
002014;2
001155;3
001860;2
000761;2
001552;2
002063;3
000158;2
001074;3
001939;3
001339;2
000188;2
000528;4
002353;3
000835;3
001884;1
001280;2
000655;2
001192;1
000167;3
002487;2
002242;2
000353;2
001384;1
001674;3
000748;2
000545;2
000926;2
001354;3
000677;2
002119;1
000883;3
000238;2
000960;3
001859;2
001646;1
002296;3
000461;2
001245;2
000291;4
000833;2
000010;1
001467;2
001920;4
000577;3
000543;2
001701;3
002263;1
002461;1
000092;3
001712;1
000566;4
001753;3
001609;
001188;1
002239;2
000317;3
002417;2
001548;2
000614;2
001543;2
001669;2
002370;2
001742;3
000281;3
001666;3
000282;2
001007;3
001248;2
002455;3
001286;2
002194;3
001840;2
001380;3
001269;3
002054;2
001068;3
001644;2
000529;2
001265;3
001246;3
001459;3
001880;2
001816;3
002480;3
001491;2
001189;3
001297;2
002251;3
001518;2
002319;3
000196;3
001173;2
002376;3
001085;3
001834;3
002233;2
002349;1
001885;2
002421;1
001927;2
001511;3
001668;2
000062;2
000488;2
002446;2
002277;3
000214;2
001897;2
002438;3
001853;2
000530;1
001948;2
001918;3
001525;2
001393;3
001152;3
000075;2
002098;3
000975;3
001345;3
001094;2
001998;2
001126;3
001069;3
002479;2
000538;3
002140;3
001326;2
001832;2
001534;3
001355;2
000764;1
001634;2
000131;3
001003;2
001803;3
001217;1
000552;2
002378;3
001529;2
000494;3
002428;1
000949;3
000391;3
000088;1
000806;2
001227;2
000714;3
002105;3
000703;2
001034;3
001089;3
001404;2
000387;2
000917;2
000405;3
000237;3
000782;1
002465;2
