image_id;level
000000000139;3
000000000285;2
000000000632;4
000000000724;4
000000000776;3
000000000785;2
000000000802;3
000000000872;3
000000000885;2
000000001000;4
000000001268;4
000000001296;2
000000001353;3
000000001425;2
000000001490;2
000000001503;3
000000001532;3
000000001584;3
000000001675;2
000000001761;3
000000001818;3
000000001993;3
000000002006;3
000000002149;3
000000002153;3
000000002157;4
000000002261;3
000000002299;4
000000002431;3
000000002473;2
000000002532;2
000000002587;2
000000002592;2
000000002685;3
000000002923;3
000000003156;2
000000003255;3
000000003501;2
000000003553;3
000000003661;2
000000003845;2
000000003934;4
000000004134;4
000000004395;2
000000004495;3
000000004765;3
000000004795;3
000000005001;4
000000005037;2
000000005060;3
000000005193;3
000000005477;2
000000005503;3
000000005529;2
000000005586;3
000000005600;2
000000005992;3
000000006012;2
000000006040;2
000000006213;3
000000006460;3
000000006471;3
000000006614;4
000000006723;3
000000006763;3
000000006771;4
000000006818;3
000000006894;2
000000006954;3
000000007088;2
000000007108;3
000000007278;3
000000007281;3
000000007386;3
000000007511;3
000000007574;4
000000007784;1
000000007795;3
000000007816;3
000000007818;4
000000007888;2
000000007977;2
000000007991;3
000000008021;3
000000008211;3
000000008277;2
000000008532;2
000000008629;3
000000008690;3
000000008762;4
000000008844;3
000000008899;3
000000009378;3
000000009400;4
000000009448;2
000000009483;3
000000009590;4
000000009769;3
000000009772;3
000000009891;4
000000009914;3
000000010092;3
000000010363;3
000000010583;2
000000010707;3
000000010764;2
000000010977;3
000000010995;3
000000011051;2
000000011122;3
000000011149;3
000000011197;3
000000011511;3
000000011615;3
000000011699;3
000000011760;3
000000011813;3
000000012062;3
000000012120;3
000000012280;3
000000012576;3
000000012639;3
000000012667;2
000000012670;4
000000012748;2
000000013004;2
000000013177;3
000000013201;2
000000013291;3
000000013348;2
000000013546;3
000000013597;2
000000013659;4
000000013729;3
000000013774;2
000000013923;4
000000014007;3
000000014038;4
000000014226;2
000000014380;4
000000014439;3
000000014473;3
000000014831;2
000000014888;3
000000015079;2
000000015254;2
000000015272;2
000000015278;2
000000015335;4
000000015338;3
000000015440;3
000000015497;2
000000015517;4
000000015597;3
000000015660;3
000000015746;2
000000015751;3
000000015956;3
000000016010;3
000000016228;3
000000016249;3
000000016439;3
000000016451;3
000000016502;2
000000016598;2
000000016958;3
000000017029;3
000000017031;2
000000017115;2
000000017178;3
000000017182;3
000000017207;3
000000017379;3
000000017436;3
000000017627;4
000000017714;3
000000017899;4
000000017905;2
000000017959;4
000000018150;3
000000018193;2
000000018380;4
000000018491;3
000000018519;3
000000018575;3
000000018737;2
000000018770;2
000000018833;2
000000018837;4
000000019042;3
000000019109;4
000000019221;2
000000019402;4
000000019432;3
000000019742;2
000000019786;4
000000019924;2
000000020059;2
000000020107;2
000000020247;2
000000020333;2
000000020553;3
000000020571;3
000000020992;2
000000021167;2
000000021465;3
000000021503;3
000000021604;2
000000021839;4
000000021879;3
000000021903;3
000000022192;2
000000022371;2
000000022396;2
000000022479;3
000000022589;2
000000022623;2
000000022705;2
000000022755;3
000000022892;3
000000022935;2
000000022969;2
000000023023;3
000000023034;3
000000023126;3
000000023230;3
000000023272;2
000000023359;2
000000023666;3
000000023751;3
000000023781;4
000000023899;4
000000023937;3
000000024021;5
000000024027;2
000000024144;1
000000024243;3
000000024567;3
000000024610;3
000000024919;3
000000025057;2
000000025096;3
000000025139;2
000000025181;3
000000025228;3
000000025386;3
000000025393;3
000000025394;3
000000025424;3
000000025560;
000000025593;2
000000025603;3
000000025986;3
000000026204;4
000000026465;3
000000026564;3
000000026690;4
000000026926;2
000000026941;3
000000027186;2
000000027620;3
000000027696;2
000000027768;3
000000027932;2
000000027972;3
000000027982;3
000000028285;2
000000028449;4
000000028452;2
000000028809;3
000000028993;3
000000029187;3
000000029393;2
000000029397;2
000000029596;3
000000029640;4
000000029675;2
000000029984;3
000000030213;4
000000030494;2
000000030504;3
000000030675;2
000000030785;2
000000030828;3
000000031050;3
000000031093;3
000000031118;4
000000031217;2
000000031248;4
000000031269;2
000000031296;4
000000031322;4
000000031620;4
000000031735;4
000000031749;3
000000031817;3
000000032038;3
000000032081;2
000000032285;3
000000032334;3
000000032570;4
000000032610;4
000000032735;3
000000032811;2
000000032817;4
000000032861;4
000000032887;3
000000032901;3
000000032941;3
000000033005;2
000000033104;3
000000033109;3
000000033114;3
000000033221;3
000000033368;2
000000033638;4
000000033707;2
000000033759;3
000000033854;4
000000034071;4
000000034139;3
000000034205;3
000000034257;4
000000034417;4
000000034452;3
000000034760;3
000000034873;3
000000035062;4
000000035197;3
000000035279;4
000000035326;3
000000035682;4
000000035770;3
000000035963;3
000000036494;4
000000036539;2
000000036660;3
000000036678;3
000000036844;3
000000036861;2
000000036936;4
000000037670;3
000000037689;4
000000037740;3
000000037751;2
000000037777;3
000000037988;3
000000038048;2
000000038070;2
000000038118;2
000000038210;2
000000038576;3
000000038678;3
000000038825;2
000000038829;4
000000039405;4
000000039477;3
000000039480;2
000000039484;4
000000039551;2
000000039670;2
000000039769;2
000000039785;3
000000039914;3
000000039951;3
000000039956;4
000000040036;3
000000040083;3
000000040471;3
000000040757;3
000000041488;1
000000041633;3
000000041635;3
000000041872;3
000000041888;3
000000041990;3
000000042070;2
000000042102;2
000000042178;4
000000042276;4
000000042296;2
000000042528;3
000000042563;3
000000042628;3
000000042888;2
000000042889;3
000000043314;4
000000043435;3
000000043581;2
000000043737;3
000000043816;3
000000044068;2
000000044195;3
000000044260;2
000000044279;4
000000044590;4
000000044652;1
000000044699;3
000000044877;3
000000045070;3
000000045090;3
000000045229;4
000000045472;3
000000045550;3
000000045596;3
000000045728;2
000000046031;3
000000046048;3
000000046252;3
000000046378;2
000000046463;3
000000046497;3
000000046804;2
000000046872;3
000000047010;3
000000047112;3
000000047121;2
000000047571;3
000000047585;3
000000047740;3
000000047769;3
000000047801;2
000000047819;3
000000047828;4
000000048153;2
000000048396;2
000000048504;3
000000048555;3
000000048564;2
000000048924;3
000000049060;3
000000049091;4
000000049259;2
000000049269;2
000000049759;4
000000049761;4
000000049810;2
000000050006;4
000000050145;3
000000050149;4
000000050165;2
000000050326;3
000000050331;2
000000050380;3
000000050638;2
000000050679;2
000000050811;3
000000050828;3
000000050844;2
000000050896;3
000000050943;3
000000051008;2
000000051309;3
000000051314;3
000000051326;3
000000051598;3
000000051610;2
000000051712;2
000000051738;3
000000051938;3
000000051961;3
000000051976;3
000000052007;3
000000052017;1
000000052412;4
000000052413;3
000000052462;2
000000052507;2
000000052565;2
000000052591;2
000000052891;2
000000052996;4
000000053505;3
000000053529;3
000000053624;2
000000053626;3
000000053909;2
000000053994;2
000000054123;3
000000054164;2
000000054592;4
000000054593;3
000000054605;3
000000054628;4
000000054654;3
000000054931;2
000000054967;3
000000055002;2
000000055022;4
000000055072;2
000000055150;
000000055167;3
000000055299;3
000000055528;3
000000055950;2
000000056127;4
000000056288;3
000000056344;3
000000056350;4
000000056545;2
000000057027;3
000000057149;3
000000057150;3
000000057232;4
000000057238;3
000000057244;2
000000057597;4
000000057672;4
000000057725;4
000000057760;3
000000058029;3
000000058111;2
000000058350;2
000000058384;3
000000058393;2
000000058539;3
000000058636;2
000000058655;2
000000058705;3
000000059044;4
000000059386;3
000000059598;3
000000059635;4
000000059920;3
000000060052;4
000000060090;3
000000060102;3
000000060347;3
000000060363;2
000000060449;3
000000060507;3
000000060770;2
000000060823;4
000000060835;3
000000060855;3
000000060886;4
000000060899;3
000000060932;3
000000061108;3
000000061171;4
000000061268;4
000000061333;2
000000061418;3
000000061471;2
000000061584;3
000000061658;4
000000061747;2
000000061960;2
000000062025;3
000000062353;3
000000062355;3
000000062554;2
000000062692;3
000000062808;3
000000063047;3
000000063154;2
000000063552;3
000000063602;3
000000063740;4
000000063965;2
000000064084;3
000000064359;4
000000064462;2
000000064495;2
000000064499;3
000000064523;3
000000064574;3
000000064718;2
000000064868;3
000000064898;2
000000065074;3
000000065288;4
000000065350;4
000000065455;4
000000065485;2
000000065736;2
000000065798;4
000000066038;4
000000066135;2
