dataset,image_id,filepath,source_split,partition,source_group_id,object_count,median_relative_box_area,overlap_fraction,category_count,crowd_present,selection_group
coco-rem,000000372464,/home/felix/fiftyone/coco-2017/train/data/000000372464.jpg,train,calibration,000000372464,2,0.018076697892271662,0.0,2,False,random
coco-rem,000000341111,/home/felix/fiftyone/coco-2017/train/data/000000341111.jpg,train,calibration,000000341111,2,0.12818359375,0.0,2,False,random
coco-rem,000000338086,/home/felix/fiftyone/coco-2017/train/data/000000338086.jpg,train,calibration,000000338086,25,0.0109375,0.8,4,False,random
coco-rem,000000393493,/home/felix/fiftyone/coco-2017/train/data/000000393493.jpg,train,calibration,000000393493,8,0.070995,0.75,4,False,random
coco-rem,000000382563,/home/felix/fiftyone/coco-2017/train/data/000000382563.jpg,train,calibration,000000382563,5,0.07893333333333333,0.0,2,False,random
coco-rem,000000169228,/home/felix/fiftyone/coco-2017/train/data/000000169228.jpg,train,calibration,000000169228,4,0.029090073529411765,0.0,2,False,random
coco-rem,000000106199,/home/felix/fiftyone/coco-2017/train/data/000000106199.jpg,train,calibration,000000106199,2,0.13881487165178572,1.0,2,False,random
coco-rem,000000123330,/home/felix/fiftyone/coco-2017/train/data/000000123330.jpg,train,calibration,000000123330,3,0.58337890625,1.0,2,False,random
coco-rem,000000252608,/home/felix/fiftyone/coco-2017/train/data/000000252608.jpg,train,calibration,000000252608,2,0.01304607780612245,0.0,1,False,random
coco-rem,000000370310,/home/felix/fiftyone/coco-2017/train/data/000000370310.jpg,train,calibration,000000370310,1,0.220864,0.0,1,False,random
coco-rem,000000175513,/home/felix/fiftyone/coco-2017/train/data/000000175513.jpg,train,calibration,000000175513,2,0.23590419283181682,1.0,2,False,random
coco-rem,000000477259,/home/felix/fiftyone/coco-2017/train/data/000000477259.jpg,train,calibration,000000477259,22,0.003186848958333333,0.9090909090909091,7,True,random
coco-rem,000000385705,/home/felix/fiftyone/coco-2017/train/data/000000385705.jpg,train,calibration,000000385705,3,0.3847838785046729,0.6666666666666666,3,False,random
coco-rem,000000452783,/home/felix/fiftyone/coco-2017/train/data/000000452783.jpg,train,calibration,000000452783,3,0.49422169811320754,0.6666666666666666,1,False,random
coco-rem,000000358429,/home/felix/fiftyone/coco-2017/train/data/000000358429.jpg,train,calibration,000000358429,15,0.00704771662763466,0.26666666666666666,5,False,random
coco-rem,000000131427,/home/felix/fiftyone/coco-2017/train/data/000000131427.jpg,train,calibration,000000131427,8,0.12180928738317758,1.0,3,False,random
coco-rem,000000084881,/home/felix/fiftyone/coco-2017/train/data/000000084881.jpg,train,calibration,000000084881,2,0.5579946666666666,1.0,2,False,random
coco-rem,000000105468,/home/felix/fiftyone/coco-2017/train/data/000000105468.jpg,train,calibration,000000105468,3,0.04224308300395257,0.0,1,False,random
coco-rem,000000163759,/home/felix/fiftyone/coco-2017/train/data/000000163759.jpg,train,calibration,000000163759,2,0.2117297794117647,1.0,1,False,random
coco-rem,000000445087,/home/felix/fiftyone/coco-2017/train/data/000000445087.jpg,train,calibration,000000445087,3,0.017410714285714286,0.6666666666666666,2,False,random
coco-rem,000000057892,/home/felix/fiftyone/coco-2017/train/data/000000057892.jpg,train,calibration,000000057892,4,0.10550410958904109,0.5,2,False,random
coco-rem,000000179477,/home/felix/fiftyone/coco-2017/train/data/000000179477.jpg,train,calibration,000000179477,2,0.09428441334355828,0.0,2,False,random
coco-rem,000000211217,/home/felix/fiftyone/coco-2017/train/data/000000211217.jpg,train,calibration,000000211217,80,0.0029859484777517565,0.7,7,True,random
coco-rem,000000447224,/home/felix/fiftyone/coco-2017/train/data/000000447224.jpg,train,calibration,000000447224,3,0.018998829039812648,0.6666666666666666,3,False,random
coco-rem,000000027412,/home/felix/fiftyone/coco-2017/train/data/000000027412.jpg,train,calibration,000000027412,15,0.02847430139720559,0.9333333333333333,3,False,random
coco-rem,000000281431,/home/felix/fiftyone/coco-2017/train/data/000000281431.jpg,train,calibration,000000281431,3,0.12783203125,0.6666666666666666,2,False,random
coco-rem,000000013355,/home/felix/fiftyone/coco-2017/train/data/000000013355.jpg,train,calibration,000000013355,5,0.34894613583138173,1.0,3,False,random
coco-rem,000000455363,/home/felix/fiftyone/coco-2017/train/data/000000455363.jpg,train,calibration,000000455363,3,0.012704918032786885,0.0,2,False,random
coco-rem,000000525880,/home/felix/fiftyone/coco-2017/train/data/000000525880.jpg,train,calibration,000000525880,2,0.2856994459833795,0.0,2,False,random
coco-rem,000000069978,/home/felix/fiftyone/coco-2017/train/data/000000069978.jpg,train,calibration,000000069978,8,0.027982289227166276,0.25,5,False,random
coco-rem,000000428263,/home/felix/fiftyone/coco-2017/train/data/000000428263.jpg,train,calibration,000000428263,17,0.001097775175644028,0.0,4,True,random
coco-rem,000000351621,/home/felix/fiftyone/coco-2017/train/data/000000351621.jpg,train,calibration,000000351621,2,0.10751953125,0.0,1,False,random
coco-rem,000000015190,/home/felix/fiftyone/coco-2017/train/data/000000015190.jpg,train,calibration,000000015190,7,0.133671875,0.8571428571428571,2,False,random
coco-rem,000000110642,/home/felix/fiftyone/coco-2017/train/data/000000110642.jpg,train,calibration,000000110642,7,0.05736328125,0.0,1,False,random
coco-rem,000000291898,/home/felix/fiftyone/coco-2017/train/data/000000291898.jpg,train,calibration,000000291898,8,0.014227575836820083,0.0,6,False,random
coco-rem,000000460038,/home/felix/fiftyone/coco-2017/train/data/000000460038.jpg,train,calibration,000000460038,1,0.262109375,0.0,1,False,random
coco-rem,000000560254,/home/felix/fiftyone/coco-2017/train/data/000000560254.jpg,train,calibration,000000560254,3,0.015551814988290398,0.6666666666666666,2,False,random
coco-rem,000000068866,/home/felix/fiftyone/coco-2017/train/data/000000068866.jpg,train,calibration,000000068866,31,0.0103125,0.2903225806451613,2,False,random
coco-rem,000000385098,/home/felix/fiftyone/coco-2017/train/data/000000385098.jpg,train,calibration,000000385098,70,0.003093093093093093,0.37142857142857144,4,True,random
coco-rem,000000581766,/home/felix/fiftyone/coco-2017/train/data/000000581766.jpg,train,calibration,000000581766,3,0.07236266666666667,0.0,1,False,random
coco-rem,000000397685,/home/felix/fiftyone/coco-2017/train/data/000000397685.jpg,train,calibration,000000397685,3,0.18404947916666667,1.0,3,False,random
coco-rem,000000009668,/home/felix/fiftyone/coco-2017/train/data/000000009668.jpg,train,calibration,000000009668,4,0.02753294624217119,0.0,4,False,random
coco-rem,000000082957,/home/felix/fiftyone/coco-2017/train/data/000000082957.jpg,train,calibration,000000082957,17,0.002805897887323944,0.5294117647058824,4,False,random
coco-rem,000000486503,/home/felix/fiftyone/coco-2017/train/data/000000486503.jpg,train,calibration,000000486503,2,0.29074575526932084,1.0,2,False,random
coco-rem,000000322222,/home/felix/fiftyone/coco-2017/train/data/000000322222.jpg,train,calibration,000000322222,4,0.08996152638190955,0.75,3,False,random
coco-rem,000000127153,/home/felix/fiftyone/coco-2017/train/data/000000127153.jpg,train,calibration,000000127153,12,0.016999934759916492,0.5833333333333334,4,False,random
coco-rem,000000389036,/home/felix/fiftyone/coco-2017/train/data/000000389036.jpg,train,calibration,000000389036,2,0.32172256097560975,1.0,2,False,random
coco-rem,000000298657,/home/felix/fiftyone/coco-2017/train/data/000000298657.jpg,train,calibration,000000298657,5,0.0248046875,0.4,5,False,random
coco-rem,000000412510,/home/felix/fiftyone/coco-2017/train/data/000000412510.jpg,train,calibration,000000412510,5,0.003893229166666667,0.4,2,False,random
coco-rem,000000235547,/home/felix/fiftyone/coco-2017/train/data/000000235547.jpg,train,calibration,000000235547,3,0.42243486533957847,1.0,1,False,random
coco-rem,000000087509,/home/felix/fiftyone/coco-2017/train/data/000000087509.jpg,train,calibration,000000087509,2,0.507144201807229,1.0,2,False,random
coco-rem,000000226494,/home/felix/fiftyone/coco-2017/train/data/000000226494.jpg,train,calibration,000000226494,1,0.7539080796252927,0.0,1,False,random
coco-rem,000000231460,/home/felix/fiftyone/coco-2017/train/data/000000231460.jpg,train,calibration,000000231460,12,0.004396551724137931,0.16666666666666666,7,False,random
coco-rem,000000037638,/home/felix/fiftyone/coco-2017/train/data/000000037638.jpg,train,calibration,000000037638,100,0.007153834894613583,0.46,2,False,random
coco-rem,000000068235,/home/felix/fiftyone/coco-2017/train/data/000000068235.jpg,train,calibration,000000068235,5,0.029296875,0.0,5,False,random
coco-rem,000000157960,/home/felix/fiftyone/coco-2017/train/data/000000157960.jpg,train,calibration,000000157960,7,0.055338541666666664,0.8571428571428571,6,False,random
coco-rem,000000508430,/home/felix/fiftyone/coco-2017/train/data/000000508430.jpg,train,calibration,000000508430,5,0.024166666666666666,0.0,1,False,random
coco-rem,000000540068,/home/felix/fiftyone/coco-2017/train/data/000000540068.jpg,train,calibration,000000540068,1,0.1704225352112676,0.0,1,False,random
coco-rem,000000295269,/home/felix/fiftyone/coco-2017/train/data/000000295269.jpg,train,calibration,000000295269,3,0.10565217391304348,0.6666666666666666,1,False,random
coco-rem,000000329304,/home/felix/fiftyone/coco-2017/train/data/000000329304.jpg,train,calibration,000000329304,5,0.016016236306729263,0.0,2,False,random
coco-rem,000000572786,/home/felix/fiftyone/coco-2017/train/data/000000572786.jpg,train,calibration,000000572786,5,0.10407855952838652,0.0,4,False,random
coco-rem,000000335874,/home/felix/fiftyone/coco-2017/train/data/000000335874.jpg,train,calibration,000000335874,1,0.11619950234192038,0.0,1,False,random
coco-rem,000000232001,/home/felix/fiftyone/coco-2017/train/data/000000232001.jpg,train,calibration,000000232001,7,0.03624853629976581,1.0,2,False,random
coco-rem,000000225281,/home/felix/fiftyone/coco-2017/train/data/000000225281.jpg,train,calibration,000000225281,30,0.0009944661458333333,0.13333333333333333,3,True,random
coco-rem,000000498371,/home/felix/fiftyone/coco-2017/train/data/000000498371.jpg,train,calibration,000000498371,0,,0.0,0,False,random
coco-rem,000000209292,/home/felix/fiftyone/coco-2017/train/data/000000209292.jpg,train,calibration,000000209292,15,0.0015186915887850467,0.8,6,False,random
coco-rem,000000327368,/home/felix/fiftyone/coco-2017/train/data/000000327368.jpg,train,calibration,000000327368,3,0.02238136574074074,1.0,2,False,random
coco-rem,000000409364,/home/felix/fiftyone/coco-2017/train/data/000000409364.jpg,train,calibration,000000409364,3,0.04483198221757322,0.6666666666666666,2,False,random
coco-rem,000000210322,/home/felix/fiftyone/coco-2017/train/data/000000210322.jpg,train,calibration,000000210322,3,0.028257978723404256,0.0,3,False,random
coco-rem,000000293946,/home/felix/fiftyone/coco-2017/train/data/000000293946.jpg,train,calibration,000000293946,0,,0.0,0,False,random
coco-rem,000000562008,/home/felix/fiftyone/coco-2017/train/data/000000562008.jpg,train,calibration,000000562008,4,0.033829771662763464,0.0,3,False,random
coco-rem,000000053587,/home/felix/fiftyone/coco-2017/train/data/000000053587.jpg,train,calibration,000000053587,6,0.013672785547785548,0.3333333333333333,2,False,random
coco-rem,000000524956,/home/felix/fiftyone/coco-2017/train/data/000000524956.jpg,train,calibration,000000524956,18,0.005884074941451991,0.2777777777777778,5,False,random
coco-rem,000000088540,/home/felix/fiftyone/coco-2017/train/data/000000088540.jpg,train,calibration,000000088540,28,0.015598958333333333,0.8571428571428571,10,False,random
coco-rem,000000430583,/home/felix/fiftyone/coco-2017/train/data/000000430583.jpg,train,calibration,000000430583,4,0.13622933333333334,0.5,2,False,random
coco-rem,000000265253,/home/felix/fiftyone/coco-2017/train/data/000000265253.jpg,train,calibration,000000265253,24,0.012486979166666667,0.75,12,False,random
coco-rem,000000202131,/home/felix/fiftyone/coco-2017/train/data/000000202131.jpg,train,calibration,000000202131,3,0.13787109375,0.0,3,False,random
coco-rem,000000332420,/home/felix/fiftyone/coco-2017/train/data/000000332420.jpg,train,calibration,000000332420,3,0.4778971354166667,1.0,3,False,random
coco-rem,000000088162,/home/felix/fiftyone/coco-2017/train/data/000000088162.jpg,train,calibration,000000088162,33,0.0019366197183098592,0.3333333333333333,7,False,random
coco-rem,000000173447,/home/felix/fiftyone/coco-2017/train/data/000000173447.jpg,train,calibration,000000173447,5,0.001162109375,0.4,2,False,random
coco-rem,000000365353,/home/felix/fiftyone/coco-2017/train/data/000000365353.jpg,train,calibration,000000365353,2,0.5002858627858627,0.0,2,False,random
coco-rem,000000243171,/home/felix/fiftyone/coco-2017/train/data/000000243171.jpg,train,calibration,000000243171,3,0.003720238095238095,0.0,3,False,random
coco-rem,000000223992,/home/felix/fiftyone/coco-2017/train/data/000000223992.jpg,train,calibration,000000223992,20,0.0405884074941452,1.0,5,False,random
coco-rem,000000318240,/home/felix/fiftyone/coco-2017/train/data/000000318240.jpg,train,calibration,000000318240,10,0.008786666666666667,0.4,1,False,random
coco-rem,000000131825,/home/felix/fiftyone/coco-2017/train/data/000000131825.jpg,train,calibration,000000131825,5,0.052936936936936935,0.8,4,False,random
coco-rem,000000368541,/home/felix/fiftyone/coco-2017/train/data/000000368541.jpg,train,calibration,000000368541,31,0.0014322916666666666,0.7419354838709677,7,True,random
coco-rem,000000007890,/home/felix/fiftyone/coco-2017/train/data/000000007890.jpg,train,calibration,000000007890,5,0.015716145833333334,0.4,5,False,random
