image_id;level
000000372464;3
000000341111;3
000000338086;4
000000393493;3
000000382563;3
000000169228;3
000000106199;2
000000123330;3
000000252608;3
000000370310;2
000000175513;2
000000477259;4
000000452783;2
000000358429;4
000000385705;3
000000131427;3
000000163759;2
000000057892;2
000000179477;3
000000105468;3
000000211217;4
000000445087;4
000000447224;3
000000027412;3
000000281431;3
000000013355;4
000000084881;2
000000525880;2
000000455363;2
000000351621;2
000000069978;3
000000015190;4
000000110642;4
000000428263;3
000000460038;3
000000291898;4
000000385098;4
000000068866;4
000000397685;3
000000009668;3
000000082957;4
000000486503;2
000000581766;3
000000560254;3
000000389036;2
000000127153;4
000000298657;3
000000235547;2
000000322222;3
000000231460;4
000000226494;2
000000412510;3
000000087509;3
000000037638;4
000000157960;3
000000068235;3
000000540068;3
000000508430;2
000000329304;3
000000295269;4
000000225281;4
000000572786;3
000000498371;2
000000232001;3
000000209292;3
000000335874;2
000000409364;3
000000210322;4
000000293946;2
000000327368;3
000000562008;4
000000524956;4
000000088540;4
000000265253;4
000000053587;2
000000332420;2
000000202131;3
000000173447;3
000000430583;3
000000365353;4
000000223992;4
000000318240;4
000000243171;3
000000131825;3
000000368541;4
000000007890;3
000000459566;3
000000385272;4
000000131494;3
000000513946;3
000000056193;4
000000088162;4
000000483923;4
000000198312;4
000000259884;4
000000567764;3
000000406908;3
000000450543;3
000000012700;4
000000298405;4
000000320374;3
000000546480;3
000000218762;3
000000488796;2
000000210549;2
000000256031;3
000000044500;4
000000271943;2
000000439486;3
000000417219;4
000000191327;3
000000359357;4
000000370121;4
000000074060;3
000000492817;2
000000194921;3
000000105027;2
000000086139;3
000000287235;3
000000416202;2
000000061831;2
000000070829;3
000000430319;3
000000541493;3
000000182401;2
000000430281;3
000000067558;3
000000526085;3
000000334916;4
000000213268;4
000000466197;4
000000108862;2
000000080892;3
000000119787;3
000000124390;2
000000161897;4
000000137666;4
000000512436;4
000000030113;3
000000182527;3
000000118277;3
000000244844;4
000000206800;2
000000103746;4
000000118477;3
000000098904;4
000000480576;4
000000301950;3
000000445745;2
000000069587;3
000000268739;4
000000042069;3
000000264502;2
000000545293;2
000000352965;2
000000402759;4
000000502197;4
000000492183;3
000000342996;3
000000291788;4
000000432120;4
000000339105;3
000000288114;3
000000003729;2
000000184320;3
000000099389;2
000000018661;4
000000010711;4
000000317935;2
000000390179;2
000000006101;4
000000150372;3
000000387421;4
000000165936;4
000000404929;3
000000085802;3
000000498436;4
000000518858;4
000000543166;4
000000399288;3
000000081315;3
000000121693;3
000000266518;2
000000142680;3
000000036433;3
000000471895;3
000000172989;2
000000557922;3
000000450724;2
000000163138;4
000000298004;3
000000256284;3
000000546159;4
000000499168;2
000000544329;3
000000097021;4
000000400975;2
000000227422;3
000000029593;3
000000351554;2
000000085956;3
000000229529;3
000000565625;3
000000034475;4
000000017966;2
000000028010;3
000000499274;3
000000469896;3
000000516782;4
000000244317;2
000000512380;2
000000230991;4
000000427382;4
000000423165;3
000000566927;3
000000432569;3
000000395749;3
000000140473;2
000000575909;2
000000102634;3
000000402378;3
000000191280;4
000000396862;4
000000542325;4
000000519035;2
000000373758;4
000000006451;2
000000545181;3
000000344190;3
000000427232;4
000000435750;2
000000323599;2
000000141587;3
000000230548;3
000000383210;4
000000019157;3
000000530631;4
000000284386;3
000000469195;2
000000552159;4
000000483047;3
000000325836;4
000000372625;3
000000233365;2
000000215092;3
000000281210;2
000000207805;4
000000496687;2
000000023035;3
000000239458;2
000000385577;3
000000165750;3
000000198557;4
000000546952;4
000000010785;3
000000151375;3
000000191716;4
000000454867;3
000000211186;3
000000334752;4
000000331162;4
000000350514;4
000000428079;3
000000102056;3
000000300782;3
000000275930;2
000000458802;3
000000450800;4
000000131084;3
000000234091;3
000000290282;3
000000270586;3
000000211172;2
000000215407;3
000000250578;4
000000062017;2
000000235683;4
000000160815;4
000000419819;2
000000172492;3
000000491872;2
000000458361;4
000000550056;4
000000047952;3
000000175334;2
000000268927;2
000000496430;4
000000061945;4
000000441824;3
000000338156;2
000000412914;3
000000429990;3
000000140352;4
000000045840;2
000000418692;3
000000485946;3
000000565070;3
000000067776;2
000000366651;3
000000518932;4
000000470004;4
000000383389;3
000000100560;3
000000435764;3
000000458156;2
000000574208;3
000000431853;4
000000433446;3
000000572572;3
000000521652;4
000000258676;3
000000234728;4
000000050960;3
000000132067;4
000000189129;3
000000547644;3
000000286450;3
000000015919;3
000000267691;4
000000263668;4
000000533677;3
000000490244;4
000000576397;4
000000271897;3
000000477718;4
000000221044;4
000000248771;3
000000107797;4
000000382729;2
000000297175;2
000000220187;4
000000160866;3
000000555101;4
000000103804;3
000000160139;3
000000198724;2
000000145699;2
000000236630;4
000000237372;3
000000258136;2
000000106043;4
000000530313;4
000000028806;4
000000537337;4
000000507263;4
000000310772;4
000000111245;2
000000209904;4
000000043226;3
000000198508;4
000000289510;4
000000439837;4
000000525087;4
000000022482;3
000000370831;4
000000550392;3
000000550842;4
000000011209;4
000000032044;3
000000202842;3
000000324962;3
000000150212;3
000000284366;3
000000446354;4
000000365205;3
000000488731;4
000000486571;4
000000288724;3
000000162887;4
000000365652;4
000000574135;4
000000121718;4
000000379672;4
000000314693;2
000000458611;3
000000183007;3
000000536200;3
000000442232;3
000000300786;4
000000515837;3
000000215215;1
000000357805;3
000000227134;2
000000249273;3
000000397241;2
